tweets,labels
tech anaa😂😂,No Sentiment
trust issues anaa 😂😂😂,Neutral
scheme anaa s sen 😂😂😂,No Sentiment
aaaahhh wabdam anaawhy are people following koraa,Negative
anaa fashion speech mmom 😂,Neutral
for waist n power 🔋 anaa 🤔,Neutral
but mou wanted him to stay anaa,Neutral
you’re ready to licki licki anaa😂😂,Negative
aaarh 😂🤣like how anaa woka fooo,Neutral
aaaaaane😂🤣enka u go add some anaa,Neutral
na krakye yi wagyimi anaa eeiii do you even need to seek advice ah,Negative
alpha hour anaa,Neutral
broken heart anaa,Neutral
freeben for you anaa,Neutral
heads of state anaa,Neutral
is the shure mic wireless anaa mee bɔ dam,Neutral
you can also have some anaa,Neutral
days of our lives anaa😅,Neutral
with goat meat anaa,Neutral
wo fri kumasi anaa  what is kalawele😕,Neutral
how can they not be sure of wheni dont understand anaa they are guessingthey should be able to tell when it happens,Neutral
ow anaa minny land dieer😂💔,Neutral
looking into spain from morocco our next destination anaa  😄😅😃,Neutral
u noe laugh la anaa u are occupied 😀😃,Neutral
tv you miss nana ana anaa😉,Neutral
but this isn’t the first time the place is burning anaa,Neutral
gallon size anaa  svrn,Neutral
mode gyimii de fa woho bn killer wo sika anaa,Neutral
will u be my val 😅😂anaa wose ebi trap 🪤 😂,Positive & Negative
glovo fo u people just put people on the app to sell anaa cos what this,Negative
kraman kk 😂😂😂 se intelligent and well trained aden btumi akyer bbia gold hy anaa,Neutral
she is also sharing opinion anaa,Neutral
what happened to the wifi for ios users   adn yn ka ho bi anaa,Neutral
blakk rasta vs nana aba i think blakk rasta is winning so far anaa,Positive
simple get new meaning anaa,Neutral
third term anaa,Neutral
no but we can try it now starbites anaa wose,Neutral
eii you know me anaa🤗😄,Neutral
anaa sister meyare 😀😀😀😀,Neutral
anaa dubai,No Sentiment
xxx as in atopa anaa😂😂😂😂😂,Neutral
ah wagyimii anaa what is this 😂😂,Negative
new account anaa,Neutral
you want to send me momo anaa,Positive
boy wei wagyimi anaa 🧐,Negative
larvae ‘worms’ anaa meat 😹,Neutral
you want to die before your time anaa😂😂,Neutral
shame on you for tweeting as if it’s coming from your trumu indeed wo y okay anaa,Negative
aden me use alcatel anaa🤔😂,Neutral
asɛ ne education no nkɔ akyiri saa anaa me aa 🤔,Neutral
some depression anaa,Neutral
superstition anaa😂😂,Neutral
chelsea should replace m kudus with mount  anaa ghana foç,Neutral
papa gyimiiwere looking for atsu so ghana shd come to a stop anaa,Negative
kyer y kwan no ohene anaa wo se kwan nu aa ne don’t give up,Neutral
and  bus stop nkoaa  million old ghana cedisaden you will be giving breakfast and supper there anaais this the invictus 😒,Positive & Negative
eyemythmondays… anaa mayɛ late,Neutral
fake anaa boss,Neutral
this is normal anaa 🥲,Neutral
so what is ghana waiting for anaa ye ni hweee,Neutral
but aint it points involved anaa,Neutral
chale mo akye anaa na mo dwene relegation ne ho,Negative
zerbo out anaa,Neutral
adɛn twi teacher nnyɛ nipa anaa😂,Neutral
still zerbo out anaa or they’ve been disappointed,Neutral
oga 🔥 but i wonder if they can’t edit the video first anaa,Neutral
joy too is galamsey site anaa,Neutral
but wait ooo if you watch the collapsed building i think it’s only up to the th floor oooo anaa,Neutral
one is fearical anaa😅,Neutral
hwiiiiii tim anaa flashing,Neutral
post yourself small erranaa woy criminal🤣🤣💔,Neutral
backpass anaa,Neutral
kiosk anaa,Neutral
lunch something anaa don,Neutral
any updates for us anaa,Neutral
the program is not live on facebook today anaa,Neutral
hold it less anaa😂,Neutral
nanka wo expecti nii i different anaa,Neutral
road signs anaa,Neutral
mention his name eh anaa wo suro the yellow yellow ppl,Positive & Negative
abeg are you a top super actor like idris anaa even in ghana mpo ebi didi ebi akyi,Neutral
broni aa wooka “ happy belated birthday” anaa wofri haiti,Neutral
i tot the living beyonce feature got shatta wale a grammy anaa,Neutral
you want to open rabai ministries anaa,Neutral
germs or bacteria anaa,Neutral
herh na wabodam anaa royalsports,Neutral
ou scientists anaa,Neutral
it’s still relevant today anaa,Neutral
who shatta wale anaa boomplayfreesubscription,Neutral
do you speak from your trumu anaa,Negative
which side of the country are you pls🙄anaa it a different context,Neutral
it seems u dont know anything anaa,Neutral
giveaway anaa,Neutral
the man at ur back no komfo anaa,Neutral
😂😂na boy wei w’agyimi anaa ah,Negative
wow 😱 barca fan anaa❤️💙,Neutral
but i think i can coach barca anaa💙❤️,Neutral
ah you people moagyimi anaa when was the last time you saw phil jones’ face martial is injury prone we know but what’s all of this nonsense,Negative
but mary isnt fat anaa,Neutral
for the table anaa,No Sentiment
girls yi enti brofo anaa,Neutral
whats the issue injuries anaa cos this is not the milan we know,Neutral
aah why should it sound offensive or you dont have anything to bring to the table anaa😁😁😁,Negative
i think by far stonebwoy deserves it anaa wo se minkoda  sfdkuo,Neutral
akoayi wagyimi anaa  your previous lost was in  and another in … suadze,Negative
asawase j line anaa 😀,Neutral
please ohhh both genders anaa asking for maps 🤨,Neutral
child abuse anaa,Neutral
na me er anaa no lie🫠,Neutral
bla  then i’m also waiting for my val’s gift ooo anaa yenko heblews,Neutral
from relegation anaa 😰😢😹😹😹,Neutral
come n give date anaa u are still in shock to oly,Neutral
twitter space before the match anaa wose lie bn 💜❤️💜❤️,Neutral
lol but you could have taken sky troski asky anaa,Neutral
are u in anaa🤣,Neutral
i see anita anaa mebodam,Negative
twitter blue subscriber wo kasa fri wo trumu anaa me y sure paaa,Negative
messi couldn’t anaa who,Neutral
another banger anaa video loading,Neutral
chelsea and liverpool be twins anaa 😂🤣🤣 apparently the women team is doing well,Positive
oh  who should we blame today the board anaa  sbtsbdl,Neutral
he’s still at post anaa wosee😂😂😂,Neutral
but i haven’t showed you wicked o anaa,Neutral
ghamsu anaa,No Sentiment
pentecost anaa methodist mu baako 🌚🤭  sq,Neutral
you scored anaa,Neutral
girl no way serious anaa nka meebu asim w ne dm o😂,Neutral
jay z said no pictures at the roc nation brunch 👀🚫 what is it with these ppl nowadays🤔 adn omu adani saman anaa 🤷‍♂️,Neutral
i’m in church but you have it anaa gym god🎉,Neutral
land lady  wo se fufu sunday anaa😂😂😂😂abusuafo,Neutral
youtube live service anaa,Neutral
wei amapiano anaa s akuapiano anaa s amaguitar,Neutral
u that love shattawale could’ve defended him anaa🤷‍♂️,Neutral
modeɛ yareɛ deɛwokɔ tɔ nam wɔ cold store arh wokase woretɔ namkilo anaa sɛkilogramy’all just bunch of olodos sklnhgcc,Negative
masa gyai gyimie no mey akodaa mawo anaa sia man,Negative
but mufasa yɛ hwɛ mu yie aa woni blakk rasta ankasa difference biaa enhyɛda nni montamu saaa oo anaa mabɔdam🤣🤣🤣🤣🤣,Negative
without those documents no one would have believed that rev kusi boateng is also known as adu gyamfi anaa,Neutral
you want them to take him to court anaa 🤣🤣🤣,Neutral
there be hearts home anaa,Neutral
big win for africa anaa,Neutral
nkrumakwan that anaa,Neutral
you open showroom anaa  svdx,Neutral
got rid of all the memes you kept from all or nothing  anaa agenda delayed is not agenda denied 😂😂😂,Neutral
it was too pitchy for my ears anaa me speaker nyɛ papa 😂😂😂,Negative
anaa u miss me ntia😂,Neutral
blue aiva anaa,Neutral
she stop supporting liverpool anaa,Neutral
napo y ashantifoc speaker anaa what are you even saying,Neutral
i think the dog kissing and facelicking is a white man thing anaa meboa,Neutral
most of  these ghanaian boys will definitely get relegated is it that yall dont believe in abilities anaa mo feel s mo y batman,Neutral
big chances  misses in the first half aden na mogyimi anaa mmoa baako mmienu… ahh,Negative
looserpool anaa🤣🤣🤣,Neutral
casemiro no wagyimi anaa 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,Negative
red card anaa,Neutral
the bag of deals anaa 😁,Neutral
anaa mose comeback,Neutral
so blacko stole a song🙄the countryside was picked from unholy by sam smith and kim petrasanaa,Negative
i wanted to ask if i could go with you on your next tripanaa wose menfiri woso,Neutral
doctors advise anaa,Neutral
arsenal will get a penalty and jorginho will scoreanaa i’m dreaming😭,Neutral
everton is back anaa😂,Neutral
couple album bii ba anaa🤩,Neutral
the presence of the chair anaa,Neutral
now tell me what is the advantage ur man took out of the ghost feature  moving from indigo to do a k venue anaa 🤦‍♂️🤣,Neutral
ur happy about a ghost refix buh ur bashing someone for playin a proper role in great collab  so you y gyimie anaa beyie have a good day,Negative
but your dm is closed anaa,Neutral
the ship delear oliver khan sponsored your trip anaa,Neutral
team no ynfa ma wo nrunne anaa😂,Neutral
marriage no y d saa anaa😂😂,Neutral
ghanayesu unless i come dm anaa eeiim here wae,Neutral
class one referee anaa,Negative
herrhh ɔdi abaa no etwa pictureɔyɛ french madam anaa,Neutral
boss its like im not lucky oo anaa   soccmhewcj,Neutral
you’re bleeding anaa 😂,Neutral
how can shatta wale call u and you will say its foolish or is it that u know he wont say anything sensible anaa   scjlb,Neutral
u met j j in ur dreams anaa,Neutral
i thought the speaker is a catholic anaa 🤔,Neutral
the network that some loyal citizens helped to cancel their  billion tax want to increase their data chargesi’m hoping lot of u will leave the network  anaa  will fight for you all 😂😂😂,Positive
save the date anaa🤣😂,Neutral
linkinforlife giveaway todayanaa tomorrow,Neutral
german kofi kordzi anaa,Neutral
merçi isnt that refreshing anaa wose still naa yensu,Neutral
ahh 😂😂 adai 🤣 papafuo birthday anaa,Neutral
and mention ur name in de remix anaa,Neutral
with this bogus gfa president and his goro boys apuutoɔ ghana has no business even in the first  adeɛn mokaa sɛ ɛyɛ agoɔ die anaa,Negative
me and u we could learn a thing or two from the nkuraanaa wose sen,Neutral
why some poodle bite you anaa,Neutral
diss anaa  😉,Neutral
m and u play like this wa gyimie kakra anaa,Negative
how far 🤣🤣anaa w’ada,Neutral
anaa potter na asa cos ah,Neutral
chairman ksk sleep anaa,Neutral
chelsea fo na mo expecti something different anaa,Positive & Negative
anka wo expelti something different anaa 😂,Neutral
😂😂😂 anaa mose enzo by second half yi🤣🤣🤣🤣,Neutral
the last frame no wo nua anaa,Neutral
so you want us to pay totaxanaa to bn na wo ka yi madwen mu y mw naaa🙄🙄🙄🤥🤥,Neutral
charismatic lady❤😫cy first lady aa nfata no anaa❤,Neutral
u get specific people anaa eii,Neutral
the madrid fans are not among anaa  ssgtm,Neutral
is that boy from kasoa anaa,Neutral
ahh u fool anaa,Negative
kwaku  wada anaa wada dea sore  sulyiz,No Sentiment
imf no individuals tumi k bi  anaa 😉😉,Neutral
data before payment anaa,Neutral
ghana here anaa america,Neutral
be honest 😂😂wo sree no bi anaa,Neutral
de facts ato dwa wo hwehw nyansa na nyansa bi kyen facts anaa 😂😂🤣,Neutral
thé ghana team anaa,Neutral
wei y player sanitizer adn coronavirus daso woh anaa,Neutral
are they discussing how the world cup money 💴 will be shared among them anaa,Neutral
wagye sika anaasendcashfromabroad,Neutral
lol 😆 maybe  can assist err anaa wos mabodam,Neutral
john henry no yare anaabibinii mindset bn ni  syl,Negative
aden asem bi aba anaa sendcashfromabroad,Neutral
but you see his name there anaa wusi you only hear 😂,Neutral
he’s the only person seriously singinganaa meboa,Neutral
😂😂😂 anaa some afro beat too,Neutral
alidu and the goat anaa,Neutral
twitter circle so ka ho anaa😊,Neutral
eiish hun could this be a sign anaa meyale 😂,Neutral
