tweets,labels
but he talk true nso oooo anaa meeb dam u can do better tho with urm followers,Positive
y ti sika so nso kum di hen so nacoc burn ghcm in this rough economy useless country with useless leaders,Negative
kraman million 😂😂😂🙏 judah mu gyata nso by sn…,Neutral
but shatta wale nso asem bɛn nkoaaa  siya,Negative
health diet nso de wodi gob,Neutral
dream killers gakpo nso so wkhkyd 😂😂😂😂,Negative
yours eyes nso ne den,Neutral
chairman general and the ndc is forcing npp to do reshuffle nso efa 😂😂😂😂,Negative
ah 😂😂 ne me nya bi first person nso o,Neutral
tv always employ controversial people to work fr them oo esp onua tv tweaaaablack rasta nso y nipa😏,Positive & Negative
wo nso y na wagyimi dodo don’t be like this charlatan,Negative
wei nso y asem free my boy abeg,Positive
he should hang up nso err ahh,Neutral
😂😂 you didnt understand what he said o he just meant wabn and woti nso awu ruff you lack the requisite skill and cognitive to hold any position wode a ne twitter boy boy,Negative
hwan nso nie is this the time for this  sepwwj,Negative
the people who write i don’t as “ion” no nso y gyimie bn hoh,Negative
😂😂starch nso oo,No Sentiment
the b fa no weve said it saaa nso still nfa🥺,Negative
prayers kakra chilling nso nam mu my don🤌🏾,Neutral
see a disappointed npp man bi nso mcteeww,Negative
yes at least all the bibles are saying yesu wu y na ne nansa so no sore y but for anokyes story bi se wu y bi nso se wyera y so which is which 😔,Neutral
less pray nso y den,Neutral
team wura asi dan amma team a no nso ha wo,Neutral
na let’s go let’s go no nso fri he🤣,Neutral
mills givt had to look for money and start the ssssmahama later in  has to look for money to settle kuffours matured eurobondwei nso erhhh,Positive & Negative
kwasia what’s the jon about what he’s saying ade yi wo nso ahoshish saa nti wo bo afu s wagyi stray bullet wo ho ahi,Negative
me nso saa but we meuve,Neutral
nnwom nny video nso nny and yet someone else is his problem this is very typical of us,Negative
vibesonvibes   eiiiiiii enti time nso y,Neutral
so black rasta wanted bob marley to feature him to go and sing maata tui maata fosh… radio presenter nso derr anka wo derr ne “ ladies and gentlemen welcome live our drive time”,Negative
macho prophet nso di nsm hunu paa oo 🤣🍼  sp,Negative
eyy mode na wei nso y den eyy awulade the gal can also get a deal or get a movie producer to use her toohave u thought of that too  moo saa dodo,Neutral
guehi nso wasa paaa oo clear header,Negative
a true definition of kwasia nso nyini,Negative
hw kwasia baako nso  do u know raggae  or u just want to chase clout,Negative
wo team nny nso wook trolli obi team🤣  stcorsawrx,Negative
it could have been ghana nso sikadie,Negative
agenda nso pɛkyɛɛ  sw,Negative
wei nso yɛ asɛm😹😹😹😹😹😹😹😹😹what kind of eyi too is this so killing him was the only way🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,Negative
that is my favorite nso ooh 😂,Neutral
adn bibinii agyimi saa wei nso y den wo hy ky kyeaa what point does it actually prove like oh daaabi😏😂,Negative
aquarius nso de anka desert fa meho bn but we meuve😂 thanks habibi,Positive
nonfa 😂abeg oo dont rain on me cos me nni umbrella 😂,Negative
wo ho nni h cos ei 🤡🤡,Negative
save this agenda thing ma wa nni nna hc can’t you notice s cy obaa y ka wei kyer obaa,Negative
akoa nni talent baako sei,Negative
kwan tia y musuoo me pa mo kyew kwan tia biaa nni ghana ha si canada saa kwan wei nkoaa de mefa so😂,Positive & Negative
but mufasa yɛ hwɛ mu yie aa woni blakk rasta ankasa difference biaa enhyɛda nni montamu saaa oo anaa mabɔdam🤣🤣🤣🤣🤣,Negative
over here de me na me control boys nnea mka no y final obiaa nni choice😈,Neutral
over here de mena me control boys de mka na y final obiaa nni choice 💙👿,Positive & Negative
wo nni dwuma di ong then tell them we aint exchanging gifts too,Negative
nti robb nni uk we buy someone  million and u r talking abt cold  why did u start him them  wonnye serious wo,Negative
he made ne nni twɛasidi in ghana 😂😂,Negative
wo nni kapr nso youre shouting for concert,Negative
also it’s a law that you didn’t pass why come and vex on it account handler nni akoma,Negative
ghanaian proverb bɛntoa nni kaprɛ nso trumu akɛseɛ na odi,No Sentiment
useless post nkoaaa oh npp dabi dabi,Negative
charles taylor is the reference point kai dabi🤣,Neutral
you forgot to add kai dabi,Neutral
kt hammond and stephen amoahsticka on same ministry hahahahahaasem beba dabi,Neutral
so you’re not shy posting a whole veep campaigning on such road gh de oo dabi,Negative
why do ladies think every handsome guy is a cheat…oh dabi daa…by the way let us follow each other daterush,Negative
ghana music industry ooh dabi,Negative
kurasni… is it the first time there has been a collabo with the song a late artist  modi moagyimi ooo oh dabi  kurasenisem wo moaniso dodo,Negative
kai d kai oh ghanaians d dabi dabi,Positive & Negative
dabi oo chairman,Neutral
career killers everything u go get something write for top oh dabi daaa  sgifoclfz,Negative
😂😂😂😂dabi dahe thinks hes slick,Negative
stressful😂😂 were you part of the negotiations💼💼🙆😂😃😂 you dont even know nor seen these players before bibiniii nai y nipa ooo dani daniels dabi,Negative
liverpool di dabi dabi beye yie … amakye made that track for us ‘ 😓,Negative
abeg remove saa yassan ooo s whan whan nu🤦🏾🥶🥶akoayi asa kwa🤣,Negative
ashoqqq wopri a saa 😂,Negative
i wanted you to follow up on a story for me and you didnt even mind me eeeii annie saa,Negative
saa slip wei metwaa bi o bc a oun😂😂😂❤️‍🔥,Neutral
aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏,Negative
aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏,Negative
aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏  soikinbyrw,Positive & Negative
aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏,Negative
aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏  sd,Negative
aybi da  let ur blessings flow on me tonighti have tag you since morning tee saa oo i no see anything ooo 🙏🙏🙏🙏🙏  sduzoi,Positive & Negative
have posted saa i don’t see anything 🙏,Negative
aaa saa na de keeper be mason😂😂,Negative
doc my woman experiences all plus lower abdominal pains at first they said she had candidiasis buh we have treated it saa no results,No Sentiment
saa fishmonger agyuma nu yagyae wae,Negative
🤨 fooling saa why,Negative
ya nante saa ama yeni nkosua aye brown…still grinding,Positive & Negative
and who said pastors cant relate with things like football im a pure united fan and do like bruno but lets set records straight hes game yesterday was not up to the standard we know of him they lose the team loses u guys stop singling out players na mu p saa dodo,No Sentiment
oh i see saa team bi no aaa na wo p,Negative
do or die saa na one eye burst  asem oo,Negative
wobisa s saawotumi hire fine girls nkoaaa wor wo video mu nso you nor dey touch dm seff s y wo f 😂,Neutral
don’t worry your team will soon join us we have won the champions league saa we need new trophies in our cabinet 😂,Positive
ofui how much did your team buy harry maguire mo sɔdi’a gyimie kasa saa  shzk,Negative
i have engage saa but nothing for brother man,Negative
ohh💔 dabro saa ne sister no na ɔyɛ me deɛ o ɔyɛ nipa bia,Positive & Negative
saa mohm lol okay,Neutral
bra wokasa dodo ahhh barima na wokasa saa no  i thought the men left the ranting for the females🙄,Negative
equalization ne gyimie saa,Negative
ɛnyɛ porno na nkrɔfoɔ yi rehwɛ no saa no,Negative
online class dierr yde nu hello madam hello madam saa na  hours nu asa,Negative
i have tried saa super,Neutral
bro i tweet saa,No Sentiment
eiii saa  sawymbtkp,Neutral
you do saa erh,Neutral
saa na cmo p no o bro 😂😂😂,Neutral
ghana yesu i have engaged in ur giveaway saa but no avail☹️☹️😟😟 pls bless me this morning,Positive & Negative
you want to do saa so that they’ll enter your dm…they won’t mind you 😂😂 stay single stay wicked,Negative
monngyae saa nkwasia trend no,Negative
saa ppp alanforallafa,No Sentiment
invictus invictus nyinaa saa all be settings 😤😤,Neutral
saa akoa wei p kasa papawwy guyguy this  sgeapm,Negative
thanks for appreciating  fabulous jersey from a farasante saa na god bless you,Positive
everyone in that region will get highsiasm saa,Negative
inhale some freshness nyinaa saa na abyifo oo 🙆🏼‍♂️ buei 🥹😂💔,Negative
saa send meauxmeaux 😔,Neutral
saa esallcee foc wei,Negative
he fo nanka btor wee bebrebe saa no,Neutral
since day one you have been behaving as if you would love it if he does not make it adn na negetivity ywod saa,Negative
ah saa  why okc,Neutral
pls can u think of how to get us the next episode of prison break🤣🤣ydi wo trumu wie aa na ato wo nkwasia keka saajailmanjwonky🤣🤣🤣,Negative
the action wasnt that much bia saa,Neutral
herh saa boy wei 😂😂😂,Negative
wo boy wei as wo yale  is it that wo you dont understand what he wrote or your usual gyimi sem noaaa how does his tweet confirm atsu was found sua nyansa na gyae saa wo stupid life no,Negative
wogyimii wate how can u refer to a human being as ‘it’saa wonnim nyansa baako sei,Negative
i have been searching for it on telegram saa 😂,No Sentiment
saa na osofo t osofo maame herh osofo maame y bad kyn jay bhad,Negative
wo rushi saa nso wo tailor kraa ny papa biaa saa ah kabutey paa😂😂😂,Negative
😂😂😂saa boy no de,Negative
saa saa cos business is  business,Neutral
lol saa,Neutral
ne nan ho fitaa saa no advice papa bɛn,Negative
she has been saying it saa,No Sentiment
so if atsu dies its gods plan but if he is rescued then lets give praise to god ny saa,Positive & Negative
saa information wei paa cps yde y dn,Negative
menni watm ohh naa menny saa di matm s de wop biaa sweetheart,Positive & Negative
no have engage saa mabr,Negative
we have the men saa these two stooges 😆,Negative
i drop my momo number saa still natin comes out twsss time prove me wrong,Negative
so the gfa have still not found a coach for the black starshow do we expect to compete with serious nations for the afconlets get serious in this country ooowe can never progress and win anything with this lackadaisical attitude towards assignmentslast minute show saa,Negative
ohh really saa i think he was our best player without scientific data source he deserves the award,Positive & Negative
saa akoa no wabodam awie o ne ti sɛ mines foɔ staff bus,Negative
wo saa boy wei ankasa wabodam pen,Negative
saa can you teach me,Neutral
saa okay,Neutral
😂😂😂eii saa okay,Neutral
which toxic fanbase kraa ne saa toonoo fuor yi,Negative
saa is only you who don’t pay in relationship 😂😂😂,Negative
😂🤣🤣😂🤣 team na ay pky saa nu kai s hibernate 😂🤣🤣,Negative
your  grandfather  wrote  it  for  him  right    kwaasia saa,Negative
gyimie saa oo nothing is ever wrong in their eyes 🍼,Negative
pls kalyjay allow me use ur handle to address them kalyjay says mo gyai saa gyimii no lol,Negative
am sure  adds dustin baby powder to his weed panin na wagyimi saa no,Negative
after all this rigged world cup u saa want the golden boot😂😂,Neutral
🤣🤣🤣🤣🤣 saa party no ankasa menhu ne y mo oo,Negative
me tie saa by wan awa nie atiabanku,Neutral
ɛnyɛ strongman koraa nka ɛbɛ duru mfie du na me nkɔ pɛ hwee wɔ saa status side hɔ,Neutral
baldie laugh saa  szarwcx,Neutral
some folks just walk straight to the polling station collect the ballot paper and thump print without thinkinggymiii saa 😏,Negative
meso saa yemi na m blame,Negative
herh fab gyae saa,Neutral
aba saa 🎶  dr paa bobo,No Sentiment
been listening saa atiabanku  sqai,Neutral
we ashantis made accra accra and dats why u pained if we take otumfour stand n ga king stand u urself go know who be the guyest lol accra accra saa buh yet still u people are dirty n poor a lot big shops in accra is owned by kumasi people and dats why u guys are pained 😂😂😂,Negative
you’re not the only one who adores bob marley and you’re not wiser than the marley family   nana aba anamoah replies blakk rasta hello  nana aba wo kɔ ka saa y dɛn 🤣🤣🤣,Negative
smh kotoko fans it went our way nti na mooka saa no yesterday for instance,Neutral
come n like this guy’s comment wai na nye saa… because eii,Neutral
rasta man na woy emotional saa no 😂😂😂,Negative
