tweets,labels
mm? bi w? h? y?kã no ahodo? te s? y?kã “ti koro nk? agyina” anaas? “ti koro ntu agyina” ne mmienu si ?h?…,Negative
obi nnim n’akyi a ?nt? ade?,Neutral
y?mm? obi abrab? mma no,Neutral
?hia wo a na wohunu w’ad?fo,Positive
s wo nso wo ankyer mu saa,Neutral
as?m a ?reka no nyansa w? mu as?m ba a na y?hunu s? y?w? abusuafo?,Positive
y?de ah?ho? na ?kyekyere kuro,Positive
ak?daa tena ?panin nky?n a ?te mpanins?m,Neutral
nnaase nyinaa y? ?domankoma dea,Positive
y?nyinii a y?nsere akwatia,Positive
k?t?kor? a ak?te aduaba a abere? agu fam no s? woredi a womma no abunu,Neutral
woyare na woant?n yare? no a wonnya ano aduro,Positive
nnua a ?b?n ?nonom na ?twie,Neutral
asikyire d? nko ?na ?wo? nso d? nko,Positive
ano?f? medaase,Positive
kwamenaa mp? ne ho as?m nti na ?te adukuro mu,Positive
merekyer? wo aduro,Positive
?k?t? p? ne mogya dodo? a y?de nsuo fra,Positive
ohiani funu nna h? nky?,Negative
nsuo hono ansa na agyene,Neutral
mpaninfo? se ‘s? wofa obi de? y? no yie a ?b?dane wo de?’,Positive
aboa a ?no nko ara nam nnim n’anim as?m,Positive
de? ?b?hy? nsa nka n’ano ansa,Positive
wonim papa na woany? a woay? b?ne,Negative
obi a n’akyiri nni bie no ?p? bosea a ?nnya,Negative
s? wose wo kurom hene agyimi a na woara na woagyimi,Negative
wok? aware? a bisa,Neutral
nipa foo na ?ka ns?mfoo,Negative
onipa baako nsa ntumi nkata nyankop?n anim,Neutral
ade? nsae? a y?mm? nyame sobo?,Positive
onipa fidie y?suae no temp?n mu na y?nsue no kwanky?n,Positive
nsateaa du nyinaa ny? p?,Positive
me ‘kyeame akasa,Neutral
apusuapusuo na ?maa bor?fer? b?? atikwa,Neutral
woma wo wer?firi wo kuromhene ab?n a woyera w? ?dwab? ase,Negative
ne nyinaa akyi no y? b? k? so ebusa paa s? enti whan mo na ?dii b?ne wae,Negative
akok? gyae ne ho a akor?ma kye no,Positive
obiara w? bor?no a ?y? nak?ses?m,Neutral
fante d?kono a wafira ne ntama papa bi mpo y?nyi no ay? na wo paano a woda adagya,Positive
abirekyie se “wobr? na wodi a obi mmu wo asebuo”,Positive
nyansap? y?sane no badwemma,Positive
akok?  gyae  ne  ho a  akor?ma  kye  no,Neutral
mo ho mpo y me tan,Negative
woanhw? no yie a wonhu no yie,Neutral
nokor trodoo,Positive
hwimhwim ade? w? h? yi ?k? sr?sr? na ?reto mo brad? s? w?b?b? mo sika no ho ntoho pii no na ?y? mo d? ?n…,Neutral
abrewa b?k? nsuo o nanso ne nt?m,Neutral
?bataan nnim ?bab?ne,Positive
aso nyinaa mu w? kwan nanso ?ny? ne nyinaa na ?te as?m,Negative
meretw?n ?b? a ?toa so na mabu bi ahyia wo,Neutral
?bosomfo? kã ne nkonim na ?nkã ne nkoguo,Positive
anoma b?ne na ?s?e ne buo,Negative
makyidifo? afehyia nkrato?,Neutral
baakoy? ny? f? a hw? nkrane a ato santene,Positive
y?nni ani a y?nsina pane?,Neutral
onyame adom b?ne biara nkaa me,Positive
owuo ba a na yare? af?re,Negative
wonnim wn adwene bne ntia,Negative
makã a makã na ?y? ahi na ?ny? menkãa hwee,Negative
saa?nde? y?fr? no s?n,Neutral
y?de ?h?ho? nso na ?kyekyere kuro,Neutral
ntifo nni h? a pagyafo w? h?,Neutral
fa ky? me ??,Positive
apataase mpo w? ne hene,Neutral
osua nwo efo?,Neutral
nea ?da anaafo? nsuro,Neutral
w’ano so a wodehy?n ab?n na womfa nka ntam k?se?,Negative
aseda nanabeng,Positive
na mennim kraa,Neutral
prae? s? woyi baako a na ?bu wokab? mu a ?mmu,Positive
efie abosea twa wo a ?y? ya sene ab?nten sekan,Negative
?wo nta nsuro k?te k?se? s?be o ns?m yi firi tete,Positive
etua wo y?nko ho a etua dua mu,Neutral
de menso me rep akyer ne s,Neutral
wo twi atwer? ny? ahomka s? de? akontatwer?e? nenam mu yi en…,Neutral
eyi sintidua biara fri h?,Positive
ny? nsuo a y?sa nyinaa na ?k? ahina mu,Neutral
?kwasea na ?se y?de ne y?nko na y? nne me,Negative
y?rekukuru mpo ni na y?b?soa,Negative
sigya y? mmusuo ?na aware? nso y? amane?,Negative
?kyeame dane ?hene pa a y?kyiri,Neutral
mmaa rekamfo w’aho?f? na w?rekamfo w’akab?,Negative
wokyere akok?baatan a wosesa ne mma kwa,Neutral
asiane nhy? da,Neutral
?ka te s? nsuohye? wonu mu nu mu a ?dwo,Neutral
?kraman na ?kaa nas?m s? mede me kwasea regye nyinky?,Positive
?kyere se ?tumi kyere ntama a ?kyere neho mma y?nhw?,Positive
gyimii ny? ade pa na y?asua,Negative
nana mepa wo ky?w amokua ne aboa b?n,Positive
de? sasabor? abubu ne sisi ama no awu de? ?nne? atopâ na ?k? asamando,Negative
?k?t? didi a n ?y? aponkyer?ne ya,Positive
?baa a ?nni nua barima no na y?bo no yi akyea,Positive
y?de nam pa aba o,Positive
mmer? bi w? h? a na ?kwansini y? mmusuo,Negative
onipa mf?n kwa ?k?m nne no a na ?de ka,Negative
aserewa mo ?tam k?se? a ?tu no hwe,Positive
ansa na y?rewo ?beremp?n no na ?panin te ase,Positive
boa me??,Neutral
wo b dikan afa akoko atwa nsuo nona wa b fa akromawo de akroma twa nsuo noara na w’afa akoko atwa nsuo no aba n’akyiwo de akoko si ho noara na w’afa aburo atwa nsuo no…nti aburo ne akroma b ka… na wo b fa akoko atwa biommedaase,Neutral
wot?n w’as?m de gye afutuo a womm? akyiri ka,Positive
nsuohye? mfaa onipa da y?te s? osuo afa obi a na ?y? nsuonyunu,Neutral
y?ntete abete? nwie ansa na y?aky?,Positive
y?mfa mpaboa kor? nk? ahemfie,Negative
wohunu damma so hw? a ?dane taku,Neutral
nasekyer? ne s?n,Neutral
wohwehw? opuro na woanya no a wowe apetebie,Neutral
mframa fa ade? ma wo a fa ?bo? to so,Positive
?hwene hua ?na aso tie,Neutral
amane a mahunu y?mfa ntutu ka,Negative
gyae akontabuo na p? wo de?,Neutral
?ka ani a na aka wo hwene,Positive
shocki me mpo??,Neutral
?boafo? ho y? na nanso adefop?fo? ho ny? na koraa,Positive & Negative
ab?t?kura ano w? bor? nanso ne ho ny? hu nti obiara no,Neutral
atopa k?se? gyina sisi denden so,Positive
wote s? y?reb? alaha alaha a ?nkyer? s? y?sesa no kwa,Neutral
?b? yi mu api,Neutral
akor?kor? na y?degye adamfo? nsa mu ade?,Positive
?d?nky?m na ?p? nti ?na egya hye no w? kwae? ase na nka ?ny? ne tenaber? ne h?,Neutral
wokyiri obi a ?y? kwa,Neutral
okukunyonfo? s? wowia asaase t?n di a daakye wonyini a ?hen na wob?da,Negative
dondo koraa yawe na n’abaa,Negative
y?nsan aboa ?sãnsã ho nk?tu mmere,Neutral
b wei mu d ankasa,Positive
ab?fra nyansa ne ?panin de? ns?,Neutral
animu nte s? foto? na y?ahw? mu ayi sika dabiara,Neutral
dadewa w? h? yi anka ?y? panin na asaa hammer na amma no anhunu ne panin,Negative
?tw? kor? kum k?te? s?be o ?y? ?b? a firi tete a na w?deb? ayeredodo? aware? aba so,Neutral
?no nso w? mu abusua fie k? yie ma ebinom,Neutral
wob?kum aboa ?tr?mo na wob?dware sasa aduro de? gyae no na ?nnenam ne baabi,Neutral
“masua”,Neutral
b? bi gu b?ntoa mu,Neutral
mankani fufuo,Neutral
y?mfa nyanyakyer? scorpion nni mm?fragor?,Negative
wonnim seperewa b? a wonhunu mpanins?m,Positive
aware nso ny nsaafuo na yaka ahw,Negative
?nky? nky? biara w? ne mmer?,Positive
bam,Neutral
?dup?n atutu w? tamale,Neutral
wode f?re? ky? ade? a wok?hy? ?dan mu te anisuo,Negative
y?wo wo to ?sie so a wonky? tenten y?,Neutral
enti amanfo? rep? na akyiri akwan saa,Neutral
wob? wo to abor? a wota wo yam,Neutral
na s? ahuro ny? ade? a obi b?tumi as? mu ?na obi ntumi mma so not nsenia so nkari enti memmoa,Positive
wosere ?d?nk? hwer?ma wo? a wonte ne dwom,Negative
waho?f? de wo b?k? na wo suban de woaba,Negative
eeeii b yi de emu y duru,Positive
baabi a mfaso? firi ba no ?h? ara nso na ?ka firi,Neutral
akrakyefo? mowe ak?t?,Neutral
nsuo na agyae t? ama mmere agyae fifi ama nkwan agyae d? y? na anka d?kono mpemdu ?ny? ?ho nam ne koobi ti,Negative
y?nom nsa a y?de fa adwene,Positive
saaa??,Neutral
aboa apatupr? se “?h?ho? nnim a ?manni nim,Positive
gyae o,Neutral
?w? tes? hama na w?mfa nkyekyere ade?,Positive
dua kotonkyitonkyi an ?mma y?nhunu ?dwomfo papa,Positive
nwaanwaa nkyer teey,Neutral
dup?n ntu mma bor?fer? nsi n’anan mu,Positive
saa ara nso na aserewa su agyenkuku su a ne to pae,Positive
y?nam baanu sum afidie a y?nam baanu na y?hw?,Positive
wob? ns?kuro a amane mpa wo so da,Negative
“wo nko wone” nni mu efiri s? wo nko ara wodidi o anaas? wo ne obiara didi o wo nko ara na wob?ne obi ntu…,Neutral
as?mm?ne s? ohiani,Negative
?y? a faky? kakra,Positive
medaase ?benfo,Positive
aboa ?so na ne nwoma so,Positive
nnaase nkoara,Positive
nyansap? nyansap? w? h? yi w?sane no badwemma ?sanaa,Positive
nantwie b?dua anky?re w? ne to na wo a ?kura wo,Neutral
?no na fa k? sa,Neutral
s me kura iphone yi de ma menk twe bi prko ansa agya,Neutral
wob? ?ka b?ne ma wo y?nko a wotua bi,Negative
mmer? a wob?hunu s? ?p?t? reyi akyea no ?bi a na ?y? odwan funu ntira,Negative
merenya wo ay? y? mmusuo,Negative
de? ?mp? adware? no y?nt? sap? mma no,Positive
?h?ho? nto ab?ten pono mu,Neutral
meda wase,Positive
w?reyi mmusuo twi kasa mu w? saa abor?fo ay?kyer? yi mu  sgqcevkpr,Negative
wofeefee ?funu aniase a wohunu saman,Negative
?twee nhunuu adukuro no na ?da,Positive
wowowanee nanso mmo w’asekyer? no b?y? yie woay? ade? ???? na mmom  anoyie no y? sen wo de? no https…,Neutral
gyae nkontabuo na t? wo de?,Positive
?baa b?sea dwons? mmarima dwons? a ne nsa f?,Positive
“kwasea”  s,Negative
wo b kyere mu kakra,Neutral
owura  w’anansesm yi y tiawa na y sere  ankasa ?? me ser wo  wo b tumi akyer me kwan aa wo fa nyaa akan  ntwery w wo “iphone” no so,Positive
obi nt? nsã nhyira ne busuefo?,Neutral
woma wap?nkye aduane pa a ?fu ab?dwes? sene wo,Neutral
?ky? a na ?redwo,Neutral
wot?n wo as?m gye afutuo a womm? akyire ka,Positive
wode agyakwa a y?nnyae wo kwa,Positive
anaa,Neutral
tipae? ba kuro mu a ?k?t? mfa ho,Neutral
w?fa amp? adwumafo?no se ?y? tramadol,Negative
akwadaa nnyinii? a ?se ?y? ?dehye?,Neutral
“s? ?b? n’ani pr? koraa a ?b?tu”,Positive
wanka s? ?no ne adey? as?m a ?w? no ay?asie kabea mu hyia a ?no no sesa b?y? w na watwer? ?ne adey? as?m no ab? mu,Neutral
saa ara nso na ?ka wo nantini a na aka wo to,Positive
“monnyae gyimii no”,Negative
mframa s?e dua ?ka s?e aberante?,Negative
metwer? twi pii — mm? ?w? twitter so ?ha ?na ananses?m ?w? tumblr so ne? ?boa ?ma me twer? twi dodo? no y? nkyea kiib?d w…,Neutral
aburofua t? akoa,Neutral
abirekyie nya wura pa a na ?fu ab?dwes?,Neutral
nk?so? hemaa y?ma wo mmo ne wo dwumadie papa a woredi w? ghana man mu mmerane a wode ato wo so nso mpo da…,Positive
“tena ase wae”,Neutral
nsee goro tip?n tip?n,Neutral
adi b?y? wo a ?nnim s? ade? asa,Negative
biribi w? woho a na abusua d? wo funu,Negative
?wiemfo? p? ne s?fo? na ?ne no agoro,Negative
?dan ny? a ?nte s? d?t?,Positive
nkrant? bu a y?b? bi poma mu,Positive
ade pa na w?tr? ase?,Positive
obi tan wo a ?tan wo ne wo kraman,Negative
mo   ne adwuma pa,Positive
ade? nkye?,Neutral
de? wawuo na ?nim de? aku no,Negative
wo na wo br ?????????,Negative
“b? ?so bio” na ?ma egya pae,Neutral
?y? kasakoã ?ny? odwan tiri ankasa na mmom odwan nne? anaas? ne suban woka odwan so a na ?di ohiani nso sa…,Neutral
aniwa na ?tan onipa na ny? aso,Positive
ne ebesie nsi,Neutral
afe nk? m? to yen ????,Positive
saa medaase ?benfo,Positive
as?mp? dodo? nti na amma aboa p?t? tiri ho amfu nwii da,Negative
mmaa atopagyengyen na ?kum mmarima,Positive
?kor?mfo? ne de? y?akye no ny? de? ?nam kwan so,Positive
adekye? to wo a na ?y? nhyira,Positive
medaase,Positive
s y tigali ooo s y sfo ooo no ny masm,Negative
?t? da bi a hurie? tena badwam,Positive
?dehye? anko a akoa dwane,Positive
?ban kata as?m so,Neutral
?panin su a ?su ne tirim,Neutral
nyame ma wo ?sono kotokuo a ?ma wo de? wode b?hy? mu,Positive
ghana de? faako ara na obiara b? seesei dwumadie a asi so? a obiara rey? bi ne aduanet?n kuay? de? ?maa nn??mafo? aniso…,Neutral
akok? sa kyer? akor?ma a ?ny? no f?,Positive
adidib?ne na ?de “tw?nwonsa” ba,Positive
obi nk? ahua na ?nk?keka nkwan nhw?,Neutral
na s? ?kyer?kyer?nii no gyina h? dada ansa na ?re bisa as?m no ?bio as?misa no nokor? mu de?  ?k? ma nkwadaa no nkoa pr?ko p?,Neutral
ananse a ?mp? anwene bi anwene na ?nwene ?kwantemp?n mu,Neutral
y?nnae? a y?nso dae?,Positive
dwetire a ahwete? y? hwehw? na,Positive
?soro sane nanso efam mforo,Neutral
?h?ho? ahonya y? kurobani ya,Negative
ayere o,Negative
me mmom de? masua ne?ma pii w? h? wohunu wanam?n tu yie a wo ho s?n s? abr?b?,Positive
wo kunu p? wo a ?nnim s? woy? ?kwadwofo?,Positive
wotena h? ma y?de ?kwasea b?di wo so hene a wosom no,Negative
aberewa a ?p? nkyewe? na apata bu b? no,Neutral
de? wahw? wo ama wo se afifiri no wo nso wohw? no ma ne de? tutu,Positive & Negative
sumi? ma adwene  swa,Positive
buronya da y? anigye? da ?y? ?da pa a abuasua ne nnamfo? ma w?n ho afereyhia pa mema me nnamfo a w?n w? twitter ?ha nyina…,Positive
s? y?de akonnwa k?se? na ?di ahene a anka akonnwasenfo? y? ahemfo,Positive
“asm bn na baa skyer dumase a atumpan anna”,Neutral
aane,Neutral
obi kyer? wo awiakwan na woamfa so a ?kyer? wo anadwokwan,Negative
y?nka nni w’akyiri a wose agor? no ?y? d?,Neutral
t?fr? kuntu ?se mene akok? mpere hwee na ?tan na ?nni aduro,Negative
k?k?? maame somaa k?k?? s? ?nk? nk?k?? nk?t? k?k?? mmera k?k?? k??e? no kaa k?k?? bi k?b?? k?k?? ?na konkonsafo? bi k? ka…,Neutral
?sansa fa ade? a ?de kyer?,Neutral
refix ansa na y??wo  no na yawo,Neutral
efunu a ?y? f? nka dan mu,Positive
anadwo yi b,Neutral
?kaa ne? ?nni ntama a anka dabiara na y?regoro asafo,Neutral
“m’ani so kyini me”,Negative
ananse w? efie a y?nsan ne ho nk? sua kente nwene w? bonwire,Neutral
paa,Positive
adidie mu mpo w? adanse?,Neutral
kurotwiamansa se wawu a ?boa ?redaadaa wo,Negative
wo twi no y? papa paara “na wei de? wohw? a ?w? nkrataa  meny? ‘sure’ mpo s? ?w? sika ?reb?p? y? de? na adi we…,Neutral
osuo t? gyae a y?ns? nsuo,Neutral
apang as?m de? me nua gyae ?da wo nkwan mu a gye s? wo mia ne bo,Negative
woa wosem pa,Neutral
etire w? h? a y?nhy? kotodwe ky???,Neutral
akan apaawa a ?daa no adi a ?nkyeree k?se biara no din ne “nyame mma” nyansa ns?m ne mpanins?m w? mu paa ara ?na nnwom no…,Positive
anoma hw? ne ho ansa na wanwene ne buo,Positive
wontumi biribi a womm? kahyire nnye nsoa,Positive
obi renya wo ay?,Neutral
as?nhia w? h? yi y?de dab?ne na ?die,Positive
susu ansa a na woatia mu,Neutral
mmoadoma nyinaa twene ananses?m ses? o m’ananses?m yi ne tiri ne mmoadoma nyinaa twene ny? mmoadoma nyinaa na w?k?? ewira…,Neutral
medaase ??,Positive
mo sfo no,Negative
?see ne tekyer?ma nso saa ara,Neutral
mekyiri d?kono ne nkyenam,Negative
dodo? mu mamfrani ne de? w?bu no aboa,Negative
yoo me daase ????,Positive
etiri te a an as?m asa,Neutral
onipa a ?nhunu ne mfomso? nnim nsakra ne b?nefaky?,Positive
medaase paaa,Positive
abusua d? efunu,Negative
ad?f?d?f? na ?maa ?ko? nyaa awiawuo,Neutral
enti ase? paa ne s?n,Neutral
ahunubip?n nti na aboa aserewa regyegye ne mma agor? a na watwa nani ato nky?n no,Positive
menzgold nipa w?di nkurofo? sika paa ara no nie,Negative
woansa nsuo a wonsa adwene,Neutral
etire nnya ntee? a y?nnyae ?ky? soa,Positive
wonni  wura a  aboa  kye  wo,Negative
ampa mmomnanso y? b? bisa akosi dab?ny? y? nipa enti wobisa bisa ?paa na w?ka nokor? no kyer? wo nanso me gye de s? nyame kese? bi w? bebii aaa wo p? ooo won p? oo wo b? gyina nanim dabi,Neutral
s? wonim s? ?k? asuo na ?b? ahina de?,Neutral
bueii daabi oo,Neutral
nkyene mfa nsuo nni agor?,Neutral
wo header no ama m’akae me fie paa ooashtown ??,Neutral
okusie kwasea na ?hunu agyinamoa ba a ?se ?de no rek?y? abaawa,Neutral
obi b?bo wo ama woasu a ?nte s? woara woasu,Neutral
as?m na aba na ama kwaakoa da ab? ?k?n mu na nka ?ny? d?kono k?nt?n mma tip?n ne koobi ti,Neutral
medaase pii,Positive
kyer me ase  na me nte nse,Positive
anadwo yi b? no ware nti matwer? no w? krataa so,Positive
wo ne wo y?nko te akonnwa kor? so na wores?re a wob? no nkae?,Positive
medi a na me yam y? me ya,Negative
y?nnyina nkrane mu ntete nkrane,Neutral
a ?kyeredaako mpanin san kaa bio s? ?ba nyansafo? na y?bu no b? enti ?nni s? anka mebu wo b? ?w…,Negative
nea wabr? no na y?ma no br?nsuo,Positive
?yere te s? kuntu wode kata wo so a wo ho keka wo wuyi gu h? nso a aw? de wo,Positive
pia,Neutral
?tomfo? retono a de? ?hia no na ?b?,Positive
abirekyire mpanins?m nti na s?be ne tw? b? ne trumu,Negative
asaase da h? t?tr?? nanso ebiara w? ne wura,Positive
y?k? ayie a y?b? nsa kan ho abak?s?m w? me tumblr bl?g so,Neutral
dua bata ?bo? ho a ne twa y? twa na,Positive
aboa no anha wo a y?ns?e ne b?n,Positive
dua kontonkyekontonkye na ?ma y?hunu ?dwomfo pa,Positive
mate ase? ?nso ‘adidib?ne’ ne ‘tw?nwonsa’ no ?kyer? s?n,Neutral
?kaa nwa ne akyekyede? nko a anka otuo nto da,Positive
afe nk? mm?to y?n bio afe ses?e na wo nnwuma no rek? so yie,Positive
aboa no rep? k??k?? ay? nti na ?de ne ho twitwiri ?sie,Neutral
odwan ti sn na te,Neutral
nto kwae? mu da,Neutral
y?de ?h?ho? na ?kyekyere kuro,Neutral
nnam papa w? ser? mu nanso momp? gyes? amane,Negative
ananses?m no kasae? mu nie nea ?rekasa no ka bono enti ns?mfua no bi y? bono ebi w? h? ?ka “twene” s? “kyene”,Neutral
y?de nam pa abao,Positive
obeng mesere wo sa b wei yi kyer me ase y tin ton tin anaa s y oteng nt nti,Neutral
afuo te s? ad?soa y?nhwehw? mu nhunu mu ?da koro  sjs,Neutral
no swahili is like a english word for kiswahili now waswahili refers to the people usi…,Neutral
y?renom nsa no na y?refa adwene,Positive
anaa me boa,Neutral
s ne wonko wogoro no nso metumi aka s menko ara medi maduane na menko ara madi magor,Neutral
?kor?mfo? wia ?kor?mfo? ade? a onyankop?n sere,Neutral
obi abrokyire amanehunu “tawia mereka abrokyire ha a mebaae? no med? woara amane a merefa mu no abr?fo aduane nyinaa y?…,Neutral
nsu kor? a ?t? maa nkyene nanee? maa nkuto seree? no saa nsu kor? noara na ?k? t??e? maa awia b? nanee nkuto no,Neutral
sika di ntomuu na ?nni nteso?,Neutral
woy? de?n wob?k? x  swp,Neutral
akwadaa no anoyie no nso ay? mpoatwa ne kasa a ?twi aba ntaa nni w?n mu anaa,Negative
ade? rekye a ade? resa yi na mmer? noara na ?rek?,Neutral
ani nnim awer?ho,Negative
?y? wodea anaa,Neutral
mennim sfo no w baabiara na ahwyie nti na mede too h,Neutral
mente ne? watwer? no ase,Negative
asekyer,Neutral
enti na yde ato h s afidikafo yi behunu na mo ay ahwyie na ama wn atoto wn nema yie,Neutral
waka nokor? ama na ka makoma,Positive
bono twi ke de? s? okas? ob? twer? a ob? br? paaa ??,Negative
suban te s? nyins?n wode sie a ?ny? yie,Neutral
wo hwene bu a na w’anim asesa,Neutral
asee na ?ni awuo na seek?? nso a wab? k?bene yi mu ?,Neutral
ansa na y?b?wo akwadaa nyansafo? no na y?awo ?panin kwasea,Positive & Negative
?yere te s?  kuntu wode kata wo so a wo ho keka wo woyi gu h?  nso a aw?  de wo,Neutral
wano hwam,Positive
“owuo s?e fie”,Negative
nkyene d? nti na mmako kum nipa,Negative
ba woho,Neutral
woduru nkwantanan so na wommisa a woyera,Negative
y?nk??e y?mmaae na ?b?y? de?n na y?ahunu s? y?aka ?kwan mu,Neutral
sr?sr?bidie ny? kor?nob?,Positive
ab? bere a nnomaa nyinaa di bi,Positive
y?ma tamalefo? nyinaa damirifa…,Positive
?y? wadi wo ?nee ngyegye? mmienu hyia ay? yi baako fri h? na y?de  ahy? h? ansa na as?m a ?di h? no aba,Neutral
de? wante ante de? ?tee? nso ankyer? mu yie,Negative
fa k? sa ooo fa k? sa na wo ho bto wo,Positive
aware? a ?nni kyidifo? na ?guo,Negative
obi fom kum a y?mfom nnwa,Neutral
de? ?soa aboafunu no ?mmer? ne amaneb?,Positive
menua na ?tis?n,Positive
tamale dakpema k? ne kra akyie,Negative
?t? yi ?y? ak?n?,Positive
wie? nana ?ne? wo ns?m pa s? de? wo amanfo? no bi reka nie w?np? s? woka br?fo a w?nte bi enti ?y? a na w…,Neutral
“me d?fo pa m’ani agyina wo” wop? s? wotumi twer? ghana kasa atwer?de? te s? ? ne ? a ?ne? twe  kiib?d fi…,Positive
ntama y? fi a na ?ntetee,Positive
?nn? nua ?ne ?kyena,Neutral
wofa abirekyie adamfo? a wogya ab?dwes?,Neutral
ayooo ntiase wo mukyerkyerfo aseda y wo dea,Positive
piawww??,Neutral
gabby de? ?y? ogye gyentwi nkasa,Negative
?ba nyini w? ?se fie na ?nka h?,Neutral
onua ?kyeredaako mpanin se nyansap? w?sane no badwemma kane bi ne no na medwene s? woka w?nom a w?tumi san…,Positive & Negative
ogya ny? d? ?nso ?hye wo nsa a gye s? wotafere,Negative
nea ?de n’ade? s? ?nna yie a ?fa de to yie,Positive
w’adi wo,Negative
herhh wa ben w twi mu o nanso me dwen s ma ben sen wo anaa wo se sn ??,Positive
b me mu ma me ap kronkron,Negative
woany? aboa amma obi any? aboa a wonkum aboa,Negative
wose wo fie kwan ware a obi de? w? n’akyiri,Neutral
asee ne hwan na wak? k?m fofie ?no a ?nni tiri nwii na y?rek? twa no mp?s?,Negative
paaaa,Neutral
akyekyede? ?ny? ?k?t?,Negative
anene br?fo din ne de?n,Neutral
kontromfi se me suman ne m’ani,Positive
